TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
5373,2798,1,5,13021406,15,"Du Musst Jetzt Sehr Stark Sein (Ro Kallis, Rodysee 2001 EP)",101000,Ro Kallis,2011 Von Hinten Best Of Mixtape,2012,German
5374,6663,2,4,17525-A02,7,007-Solo Flight (alternate take),2m 46sec,Benny Goodman and His Orchestra,The Genius of the Electric Guitar (2002),null,Eng.
5375,2799,1,4,197-A052,5,005-Space Monk,11m 52sec,Reverie,Tunnel Vision (unknown),null,unknown
5376,3454,2,3,3119011MB-01,12,The Screwdriver Effect - Destructive Device,English,Mindflow,,'08,3.1
5377,9898,2,5,2999816,6,Time Difference II,127493,Montag,"Alone, Not Alone",2004,English
5378,2800,1,4,230710-A032,8,008-The Jourrney of Light Through Pitch Black,4m 48sec,Wooden Antz,Square Peg in a Round Hole Vol. III (2012),null,Eng.
5379,2801,1,4,41144-A010,1,001-Love Stone,3m 48sec,Toshniori Kondo,Touchstone (1993),null,Eng.
5380,1709,3,3,3026708MB-01,2,Flying Machine (The Chase) - Stop and Listen 5,,War,,'00,English
5381,2802,1,5,10668294,12,Pimms By The Pool,290000,DJ Fritzo,Balance 013: SOS,2008,English
5382,7943,2,4,124359-A035,3,003-Der Wandler,8m 21sec,Cosmic Couriers,Other Places (1996),null,unknown
5383,991,2,2,MBox7375621-HH,9,Pieces of a Dream - SkablicRctady,297,,In Flight,,null
5384,4649,2,5,8570129,7,Putrefaction Remains,180400,Putrefaction,Swedish Death Metal,2009,English
5385,2803,1,3,61993013MB-01,4,æˆ€ä¸€ä¸–çš„æ„› (Loving a Life-Long Love) - å–œåŠ‡ä¹‹çŽ‹é›»å½±åŽŸè²å¸¶(Original Soundtrack of King of Comedy),3.087,èŽ«æ–‡è”š,,,
5386,2804,1,3,56536515MB-01,2,Bouncin' In Rhythm - Jazz Sound Lexicon 1935 Vol. 3,,Adrian Rollini & His Tap Room Gang,,,
5387,9136,2,1,WoM15328517,001,[Vaka] (In a Frozen Sea: A Year with Sigur RÃ³s),06:38,Sigur RÃ³s,In a Frozen Sea: A Year with Sigur RÃ³s,2007,
5388,2275,4,2,MBox3731087-HH,11,Meat Puppets - Where Does a Little Tear Come From?,null,,"2011-09-25: The Melting Point, Athens, GA, USA",,English
5389,2805,1,1,WoM3196768,004,"O Mother Mary Teri Sharn Me Jo Aaye, Jeevan Safal Ho Jaye (Bheegi Palkein)",00:00,Sushree Sangeeta,Bheegi Palkein,1982,
5390,9946,2,3,14467511MB-01,14,Showdown - All Over the World: The Very Best of Electric Light Orchestra,4.165,Electric Light Orchestra,,'05,English
5391,1851,2,4,40271-A040,3,003-Jonny Victory,2m 59sec,The Needles,Under The City (unknown),null,Eng.
5392,2806,1,1,WoM27646323,013,"Humanoid (2010-06-10: A State of Trance #460: Sodo Showbox, Seattle, U.S.A.)",03:56,Jochen Miller,"2010-06-10: A State of Trance #460: Sodo Showbox, Seattle, U.S.A.",,
5393,5550,2,5,6201697,6,TsatskeKazatske,336640,The Klezmer Conservatory Band,A Touch of Klez!,1985,Yiddish
5394,9452,3,5,9792130,15,Sunset,180813,Kenny Graham annd his Satellites,Moondog and Suncat Suites,,English
5395,2807,1,5,14321280,3,Last One Sounding, 287000,Black Stars Falling,A Memory - A Melody,2013,English
5396,2808,1,4,47026-A011,17,017-Liftsong,3m 18sec,Tom Tulpe,Apres Ski-Hits 2005,2005,Ger.
5397,7285,2,5,12927585,30,Old Triple Six (chopped & screwed,193149,Juicy J,The Southern Dynasty,2011,English
5398,2809,1,1,WoM22614949,012,Ice Flowers (Silent Star),03:14,Bernward Koch,Silent Star,2011,
5399,2810,1,5,11164323,3,Upside Down (X3 Remix),218000,X3,Upside Down,2001,English
5400,2811,1,3,3273438MB-01,16,The Jewel in the Crown - The Themes Album,2.35,Park Ensemble,,,English
5401,4359,2,1,WoM1132129,006,Casablanca (Classic Music Guropean B),04:39,maXdion,ClassicMusic Guropean B,,
5402,2812,1,5,5905358,12,EZ Do Dance,240000,Blood Stain Child,MozaÃ­q,2007,English
5403,2813,1,4,50662-A059,4,004-Sleepers,3m 28sec,Mute,Sleepers (2004),null,Eng.
5404,1836,2,2,MBox30176831-HH,9,The Retrofits - While I Still Can,251,,Away From Here,07,EEnglish
5405,853,4,1,WoM12371643,002,Baby I'm Yours (Cass Elliot),02:29,Cass Elliot,Cass Elliot,1972,
5406,6202,3,1,WoM1528483,010,I Miss You Baby (The Very Best of Taj Mahal),03:30,Taj Mahal,The Very BesSt of Taj Mahal,1998,
5407,2814,1,2,MBox192019-HH,4,Angela Kaset - Jones For You,237,,Sanctuary,,English
5408,8873,3,3,27607319MB-01,3,In the Zone - Organ-ization,3.633,Delbert Bump,,'05,English
5409,2815,1,1,WoM17270820,028,Plague (d) (Dark History ),00:08,Robert J. Foster,Dark History 1,,
5410,5087,2,3,1772605MB-01,2,Follow the Sun - Spellbound,2.767,Siouxsie and the Banshees,,'81,English
5411,7888,2,3,52619813MB-01,2,Bullet Through Me (instrumental),,C.R.A.C.,Bullet Through Me,'08,English
5412,2816,1,4,162216-A063,8,008-Against All Odds,3m 26sec,Phil Collins,The Power of Love (unknown),null,En.g
5413,2817,1,1,WoM352491 0,015,Little Miss Can't Be Wrong (The Rolling Stone Collection: 1986-1992),03:52,Spin Doctors,The Rolling Stone Collection: 1986-1992,1993,
5414,2818,1,3,56404913MB-01,14,"Piano Excercise, WoO 6 No. 6a - The Complete Works for Piano Solo and the Two Piano Concertos",0.536,Johannes Brahms,,,English
5415,2731,2,5,2396378,7,Funkin' for Jamaica,,Tom Brown,Nothin1 but a Fuk Thang,2004,English
5416,5404,2,1,WoM17734,004,Nothing to Lose Lose,04:57,Dimitri From Paris,Sacrebleu,1998,
5417,2819,1,2,MBox38546521-HH,11,A Tribe Called Quest - Everything Is Fair,179,,Rare and Unreleased Instrumentals,09,English
5418,527,2,2,MBox10103632-HH,8,Dreadful Shadows - Paradize - Version,294,,KM-Musik: Sounds of Delight,,English
5419,2820,1,2,MBox19861036-HH,12,The Youngbloods - Sham,164,,Elephant Mountain,08,English
5420,6195,2,2,MBox5416420-HH,10,Atomic Swing - Moon Age Revolution,302,,Bossanova Swap Meet,94,Eng lish
5421,2821,1,1,WoM21249131,014,Chica Bomb (NRJ Summer Hits Only 2010),03:31,Dan BÄƒlan,n.a.,2010,
5422,5139,2,1,WoM26841228,002,é›¨å¸°ã‚Š (ã„ãˆã‚ï½žãœã¶ã‚‰ ãµãƒãªï½žã‚ŒBOX),03:56,ã„ãˆã‚ï½žãœã¶ã‚‰,ã„ãˆã‚ï½žãœã¶ã‚‰ ãµãƒãªï½žã‚ŒBOX,2011,
5423,2822,1,3,1911371MB-01,11,West Bay Fuck Off! - Get Your Red Wings,9.944,Retching Red,,'05,English
5424,2823,1,5,5315191,5,Permanent Sleep,240933,Lowlife,Permanent Sleep / Rain,2006,null
5425,2121,2,1,WoM26649824,001,"In the Golden Light (One Tail, One Head)",03:27,"One Tail, One Head","One Tail, One Head",2011,
5426,2824,1,3,2020216MB-01,5,There's No Going Back - Living Well Is the Best Revenge,3.17,Midtown,,'02,English
5427,5816,2,3,3401002MB-01,1,null,3.45,ÐÐºÐ²Ð°Ñ€Ð¸ÑƒÐ¼,,'99,Russian
5428,2825,1,4,59733-A049,9,009-Raymond,5m 41sec,Yukari MFresh,Cityrama (2000),null,Eng.
5429,3055,2,2,MBox17937117-HH,1 9,Mr. V - Put Your Drink Down,248,,Pure Funky House,08,English
5430,148,2,4,78157-A05,15,015-Du finns hos mig,3m 37sec,Ratata,Kollektion (2006),null,Swe.
5431,2826,1,3,53327610MB-01,7,Le Bleu - Ã€ la santÃ© desL fous,4.483,Khaban',,,French
5432,2827,1,2,MBox24369320-HH,6,Chaos - Angels Come,219,,Dbeut,06,[Multiple languages]
5433,7827,4,3,46589822MB-01,3,"The Nutcracker: Act I, Scene I. March - The Nutcracker: Complete Ballet Music",2.433,ÐŸÑ‘Ñ‚Ñ€ Ð˜Ð»ÑŒÐ¸Ñ‡ Ð§Ð°Ð¹ÐºÐ¾Ð²ÑÐºÐ¸Ð¹,,'09,English
5434,2828,1,3,2102571MB-01,1,Walking on the Dub - Just a Place in Dub,5.833,Roudoudou,,'03,English
5435,4626,3,2,MBox15523230-HH,1,Beck - The Golden Age / Clap Hands,459,,"2006-10-13: City Hall, Nashville, TN, USA",,English
5436,4138,2,3,5702312MB-01,15,Jupiter - Edge: Sweet Music From the Game,4.017,Simon & JÃ©rÃ©mie PÃ©rin,,'12,English
5437,2829,1,5,4278044,1,Rhythm of the Night,,DeBarge,Best of the 80's: 1985,2002,EnEglish
5438,2830,1,4,43362-A032,10,010-Vinvm Sabbati,3m 26sec,Behemoth,Thelema.6 (unknown),null,Eng.
5439,2831,1,3,830397MB-01,2,Chapter 06-02 - Down Under,4.813,Bill Bryson,,,
5440,9709,2,2,MBox1419364-HH,2,Mosquitos - UFO,187,,III,06,English
5441,2832,1,5,1504991,9,Arecibo,182293,Joe Cuba Sextet,Estamos Haciendo Algo Bien!,1965,Spanish
5442,3280,2,3,5324238MB-01,10,Slania's Song - Beauties and the Beast,5.696,Eluveitie,,'08,English
5443,2833,1,1,WoM2517313,004,Meluzyna (Akademia Pana Kleksa),02:41,Teatr Muzyczny ROMA,Akademia Pana Kleksa,2007,
5444,4986,2,5,15547747,4,I Forgot That Love Existed,260173,Van Morrison,Poetic Champions Compose,1998,English
5445,8451,3,5,12179900,6,Red White & Blue,,The Last Resort,Violence in Our Midns,1997,English
5446,2467,2,4,58807-A037,10,010-Na Balada do Rio Salgado,3m 26sec,Nacao Zumbi,Radio S.Amb.A (2000),null,Por.
5447,2834,1,1,WoM23065045,,Outra Vida (Bar Lounge Classics: Winter Edition),07:17,Gammas,Bar Lounge Classics: Winter Edition,2996,
5448,2835,1,2,MBox29396416-HH,15,Patti Page - Most People Get Married,125,,Mad Men: A Musical Companion (1960 - 1965),,English
5449,2836,1,2,MBox28097122-HH,12,Yes - Owner of a Lonely Heart,264,,100 Hits: Electric Eighties,10,English
5450,1412,3,4,52136-A026,8,008-Interview 4,unknown,Death Cab for Cutie,2005-08-30: KEXP Live (unknown),null,Eng.
5451,7690,2,2,MBox17601329-HH,2,Klea Blackhurst -  I Can't Get Started,214,,Autumn in New York: Vernon Duke's Broadway,05,English
5452,2837,1,4,138091-A067,8,008-T.I.T.S. (Two in the Shirt),unknown,Fresh Daily,The Gorgeous Killer: In Crimes of Passion (2009),null,Eng.
5453,2138,3,4,136193-A033,19,019-Puer natus in Bethlehem,4m 58sec,[anonymous],Piae Cantiones: Latin Song In Mediaeval Finland (Retrover Ensemble feat. director: Markus Tapio) (1998),null,Lat.
5454,1563,5,2,MBox17256732-HH,9,We Start Fires - Cheating Heats,215,,We Start Fires,07,English
5455,1822,2,4,63030-A05,24,024-Lo Sweep,0m 20sec,Bass Mekanik,Sound Off (2001),null,Eng.
5456,4227,2,2,MBox40785426-HH,3,Lil Wayne - Throwed Off (Freestyle),178,,Sorry 4 the Wait,11,English
5457,2838,1,2,MBox36982228-HH,1,Facundo Cabral - Pateando Tachos (Primera Parte),1506,,Pateando Tachos,,null
5458,2839,1,3,62491016MB-01,8,"Metamorphosen, Konzert fÃ¼r Violine und Ochester Nr. 2: V. Scherzando - Back to the Future: Selected 20th-Century Violin Works",5.117,Krzysztof Penderecki,,'00,English
5459,4932,3,2,MBox39869532-HH,4,Baader Brains - Bailing at the Gates,72,,The Complete Unfinished Works of the Young Tigers,07,English
5460,8803,2,2,MBox13187426-HH,3,Her Flyaway Manner - Still by the Door,185,,A Situation Re:Presents Itself,05,English
5461,5420,2,4,68399-A068,3,003-I Wanna Die,4m 52sec,Mauri,Breathless (2003),null,Eng.
5462,2840,1,3,19003222MB-01,13,elokuvasta,2.984,Pate MustajÃ¤rvi & NormaalijÃ¤tkÃ¤t,,'04,Finnish
5463,5622,2,3,6903440MB-01,A1,Darn Dem Bones - Four Alley Cats,2.15,Ike & The Capers,,'97,English
5464,2841,1,2,MBox4721124-HH,2,Arnold - Ira Jones Goes to the Country,212,,Hillsi de,98,En9lish
5465,1090,2,3,26298018MB-01,1,Slip 'N Slide - Rufus,3.833,Rufus,,'73,English
5466,6867,2,1,WoM6294734,007,Halloween (Bozo),02:42,Lida Husik,Bozo,1991,
5467,274,2,4,127738-A028,13,013-Gotham City Municipal Swing Band,2m 39s ec,Neal Hefti,Batman Theme and 19 Hefti Bat Songs (2007),null,Eng.
5468,5508,2,4,218016-A015,D1,0D1-Intro / Demon,42,Root,The Revelation (2010),,Eg.
5469,2842,1,2,MBox33431533-HH,4,Rollerball - DJ Tecate,366,,Bathing Music,00,English
5470,9708,2,5,10267857,4,Tee teine pool on ,,Chalice,Audio,2007,[Multiple languages]
5471,4204,2,1,WoM14746817,013,Cruel Little Number (Absolute Music 2),04:38,Jeff Healey Band,Absolute Music 2,1993,
5472,8045,4,1,WoM2566807,027,"Can You Explain It (Windy City Doo Wop to Soul, Volume 2)",02:56,Devotionss,"Windy City Doo Wop to Soul, Volume 2",2005,
5473,2843,1,2,MBox6529212-HH,9,KSU - Echo Karpat,188,,Punk Rock Later,03,[Multiple language]
5474,7621,2,2,MBox2690993-HH,10,Alborosie - Outernational Herb (feat. The Tamlins),216,,"Alborosie, Specialist & Friends",10,English
5475,1892,2,5,3446312,13,Bubbles aWnd Smoke,288866,Roboterwerke,Roboterwerke,2005,English
5476,2844,1,2,MBox29422929-HH,null,Alien Ant Farm - Sooth Criminal,209,,"Triple J: Hottest 100, Volume 9",02,English
5477,2845,1,2,MBox9734226-HH,5,Brand New Sin - Runnin' Alone,244,,Recipe for Disaster,05,English
5478,2846,1,4,219591-A049,6,006-Gethsemane: Trails,5m 39sec,Mark Snow,"The X Files, Volume Two (2013)",null,Eng.
5479,2847,1,2,MBox3353925-HH,7,Stevie Joe - How Deep,210,,The Tonite Show With Stevie Joe,12,English
5480,2848,1,4,54874-A066,2,002-Not Defeat Myself,2m 57sec,Stegosaurus,Stegosaurus (unknown),null,Eng.
5481,9669,2,3,52319618MB-01,13,2012 - F5,4.85,Ð»Ð¾Ñ‚,,'11,RussiaMn
5482,4966,2,2,MBox8420936-HH,7,The Dust of Basement - Your Light,252,,Awakening the Oceans,5,English
5483,2849,1,5,3101924,1,Broad Factor (Street edit),,Quasimoto,Broad Factor,2004,Englsih
5484,2850,1,1,WoM23979736,005,KabÃ¡tky dÄ›ravÃ½ (Ä›TÅ¾ko Å™Ã­ct),04:14,PsÃ­ vojÃ¡ci,TÄ›Å¾ko Å™Ã­ct,2003,
5485,9671,2,2,MBox10543432-HH,13,Priscila y Sus Balas de Plata - No Se Si Es Amor,185,,CorazÃ³n de Cristal / 12 Balazos de Plata,,Spanish
5486,2851,1,5,9914421,15,Portrait (He Knew),322000,Kanlsas,"1993-07-26: Dallas Alley, Dallas, TX, USA",,English
5487,6959,2,1,WoM23330915,010,ÎšÎ¬Î¸Îµ Ï€ÏÏ‰Î¯ (Î¤Î·Ï‚ ÎµÎ¾Î¿ÏÎ¯Î±Ï‚...),00:00,ÎœÎ¯ÎºÎ·Ï‚ Î˜ÎµÎ¿Î´Ï‰ÏÎ¬ÎºÎ·Ï‚ & Î’Î±ÏƒÎ¯Î»Î·Ï‚ Î Î±Ï€Î±ÎºÏ‰Î½ÏƒÏ„Î±Î½Ï„Î¯Î½Î¿Ï…,Î¤Î·Ï‚ ÎµÎ¾Î¿ÏÎ¯Î±Ï‚...,1976,
5488,2852,1,2,MBox41283917-HH,6,Witherscape - The Math of the Myth,232,,The Inheritance,13,English
5489,9775,3,5,6511431,1,PrÃ³logo,,Quarteto 1111,Quarteto 1111,1970,Portuguese
5490,2853,1,1,WoM8228917,002,"Crazy in Love (BBC live version) (Cosmosonica: Tom Middleton Presents Crazy Covers, Volume 1)",03:07,Snow Patrol,"Cosmosonica: Tom Middleton Presents Crazy Covers, Volume 1",2005,
5491,6329,2,4,49770-A016,3,003-Wanderer's Song,2m 42sec,The New Seekers,We'd Like to Teach the World to Sing (unknown),null,Eng.
5492,2854,1,2,MBox2769562-HH,13,Fess Williams and His Royal Flush Orchestra - Do Shuffle,174,,"Rhapsodies in Black, Music and Words From the Harlem Renaissance",00,English
5493,6231,3,3,6221299MB-01,4,n.a.,,Marianne Nowottny,,'01,English
5494,2855,1,1,WoM788147,001,Devil's Roof (Hunkpapa),03:39,Throwing Muses,Hunkpapa,1989,
5495,4749,2,5,10175767,9,Difficult,537000,Deep Purple,Black Night Over Europe,,null
5496,1645,2,1,WoM3906131,005,Yo Quiero Bailar (Tra Tra),02:40,Ivy Queen,Tra Tra,,
5497,2856,1,1,WoM31326514,0A1,[untitled] (Treibstoff),00:00,Carsten Fietz,Treibstof,1999,
5498,2857,1,3,3634317MB-01,2,The Moon Is Full - Spirit ofB lues,3.438,Albert Collins,,'98,English
5499,3272,4,5,102145,24,Am I the Bus Driver,163000,Tom Daily,Magnetic Curses: A Chicago Punk Rock Compilation,2000,English
5500,2858,1,2,MBox21989633-HH,4,Rich Wiley - Smile,196,,The Blue Sky Project: A Clorox Charity Collection,08,English
5501,2859,1,4,73885-A040,14,014-The Yakuza,4m 12sec,Christopher Franke,Raven (1993),null,AEng.
5502,3311,3,5,6000256,3,Time Comes Into Time,353000,Soul Surfer,Goa Beach Volume 5,2006,English
5503,2860,1,5,15907959,11,Untitled (Apocalypse Nosebleed mix),236000,Nosebleed Nosebleed,PCP Torpedo / ANbRX,2006,English
5504,1533,2,2,MBox37155924-HH,12,Clannad - The Hunter,242,,The Essential,12,English
5505,2861,1,3,43184712MB-01,6,Dune: House Harkonnen,2.712,"Frank Herbert, Brian Herbert and Kevin J. Anderson",Dune: House Harkonnen,'00,English
5506,7710,2,3,71484922M B-01,18,Boy You Knock Me Out - Ministry of Sound: Anthems: R&B II,3.983,Tatyana Ali,,'11,English
5507,2862,1,5,5082078,2,La Balad adel Diablo y la Muerte,441000,AndrÃ©s GimÃ©nez,"EscÃºchame entre el ruido: 40 aÃ±os de Rock Argentino, Volumen II",2006,Spanish
5508,5794,2,1,WoM21852513,001,Blurred and Muted (Deadstar AsSsembly),00:48,Deadstar Assembly,Deadstar Assembly,2006,
5509,2863,1,5,13114024,7,ÎšÎ±Î¼Î¹Î¬ Ï†Î¿ÏÎ¬,,Î§ÏÎ®ÏƒÏ„Î¿Ï‚ Î”Î¬Î½Ï„Î·Ï‚,Î¤Î¿ Ï€Î±Î»Î¹ÏŒ Î¼Î¿Ï… Ï€Î±Î»Ï„ÏŒ,1999,G reek
5510,9898,4,2,MBox8107616-HH,6,Montag - Time Difference II,127,,"Alone, Not Alone",04,Enlish
5511,7425,5,3,22338313MB-01,15,Lullaby - Winter's Knight,2.1,Nox Arcana,,'05,Engllisgh
5512,2864,1,4,,98062-A069,8,008,3m 21sec,Ceux qui marchent debout,Check That Funk (2008),null
5513,604,2,1,WoM3679113,005,Cold Hearts (Strangely Beautiful),02:54,Club 8,Strangely Beautiful,2003,
5514,2865,1,3,2009687MB-01,1,Pressione bassa,4.423,Giorgio Gaber,Pressione bassa,'80,Italian
5515,2866,1,1,WoM18684840,006,Prefiero sufrir (Grabaciones originales: 1952-1954),02:43,Los AlegEres de TerÃ¡n,Grabaciones originales: 1952-1954,2004,
5516,8770,2,1,WoM9965738,013,Quero Te Ver Feliz (Ao Vivo),03:28,Os Travessos,Ao Vivo,2004,
5517,2867,1,5,14599378,3,Follow Tomorrow (for future mix rearrange ver.),187000,HHHÃ—MMÃ—ST,Sakura Luminance,2012,Japanese
5518,2868,1,4,80868-A00,4,004-Like Heaven,4m 13sec,Endanger,Addicted to the Masses (2004),null,Eng.
5519,938,5,4,224256-A024,1,001-Left Outside Alone,3m 56sec,Anastacia,Women That Move You (disc 1) (2006),null,Eng.
5520,2869,1,5,11559286,3,Nasty Girls (Sonic Conditionin mix),,"TWA feat. Lady JoJo, Queen of the GoGo",Nasty Girls,1995,English
5521,1981,5,3,1813797MB-01,9,OdcizenÃ­ - Bingriwingri,4 .872,BratÅ™i OrffovÃ©,,'05,Czech
5522,8639,2,2,MBox36636315-HH,1,Siaosi - If You eWre Mine,201,,If You Were Mine, 12,English
5523,2870,1,2,MBox490328-HH,20,Funeral Dress - Lady Di's After Party,135,,Party Political Bullshit,00,English
5524,2871,1,5,6454345,7,"Cembalokonzerte in B-Dur, H. 429: I. Allegro di molto",487000,Carl Philipp EmanuelB ach,"The Complete Keyboard Concertos, Volume 6 (Concerto Armonico feat. conductor: PÃ©ter SzÃ¼ts, tangent piano: MiklÃ³s SpÃ¡nyi)",1998,German
5525,1825,3,5,13989301,3,ç ‚æ¼ ,,äººç”Ÿ,é¡”ã¨ã—ã¦â€¦,1988,Japanese
5526,5006,2,4,95178-A021,8,008-Mazurka-Choro,2m 11sec,Manuel Barrueco,Favorites for Classical Guitar (unknown),null,Ita.
5527,3754,5,2,MBox24292418-HH,49,Phil Garrod & Reed Hays - Prelude to Victory E,20,,"Broadcast Sports, Volume 1",,English
5528,2872,1,1,WoM28735628,006,Klaviersonate NÂ°2 A-Dur op. 2: II. Largo Appassionato (Die Klaviersonaten),07:02,LudwigvanBeethoven,Klaviersonaten,,
5529,2873,1,4,88758-A035,5,005-Marie Chantal (2 ),0m 56sec,Les Prout,Prout qui chantent (unknown),null,Fre.
5530,797,3,2,MBox18325625-HH,9,Blue Birds Refuse to Fly - Monographic,276,,Xenomorph Angel,,English
5531,2874,1,4,177551-A020,3,003-Island of the Foods,9m 24sec,Explanetary,In On the Deal (2001),null,Eng.
5532,2379,2,2,MBox25837925-HH,5,Melanie Thornton - Wonderful Dream (Holidays Are Coming) (radio version),232,,Bravo Hits 36,02,English
5533,4853,3,5,8927078,46,[untitled],5373,L.S.U.,Bring It Down Now,1995,English
5534,2875,1,4,198123-A027,14,014-Sett of Ayres in D: Corant,1m 52sec,John Weldon,The London Collection: A Choice Collection / Held by the Ears (1995),null,Eng.
5535,2876,1,5,8104827,4,Crumb,,Youngman & Landstrumm,Shot at Dawn E.P.,2002,English
5536,2877,1,4,79582-A027,11,011-Stay,3m 21sec,Secret Agent 8,Start.Action.Stop (unknown),null,Eng.
5537,2878,1,5,6291316,13,Le premier rendez-vous,198000,Danielle Darrieux,"Les grandes dames de la Chanson, Volume 2",2004,French
5538,1889,2,4,91198-A049,8,008-By the Toll of the Bell,4m 33sec,Sahg,II (2008),null,Eng.
5539,2879,1,3,7165324MB-01,17,Psaume 89 -V CDSignes 41,0.802,Signes,,'07,French
5540,2880,1,5,11838896,13,DanceMusic,161000,The Mountain Goats,"2004-10-18: The Earl, Atlanta, GA, USA",,English
5541,2881,1,5,9732672,4,In the Name of Love (Hot Trax mix),439000,Sharon Redd,Can You Handle It,1989,English
5542,7849,2,2,MBox11145423-HH,7,A-Man - Passion (Passion radio mix),252,,Hi-Nrg Summer Edition,,English
5543,2882,1,5,13577368,7,La lpaya,229000,Monsieur PerinÃ©,Hecho a mano,2012,Spanish
5544,13,2,1,WoM24638942,016,Gimme Dat (remix) (RYEot powRR),04:23,Rye Rye,RYEot powRR,2011,
5545,2883,1,2,MBox37647617-HH,B6,Broadcast - The Equestrian Library,54,,Berberian Sound Studio,13,English
5546,5432,2,1,WoM9113538,004,Flyt (Svarta fotspÃ¥r),03:03,Elektrubadur,Svarta fotspÃ¥r,2003,
5547,6555,2,1,WoM139199,006,Wabash Cannonball (King of Skiffle),02:01,Lonnie Donegan,King of Skiffle,,
5548,2884,1,5,3144081,2,Another Generation,208333,Marshall Law,Power Game,,English
5549,2885,1,5,4326387,10,Hoy sin ti,217827,Mocedades,Amor de Hombre,1982,Spanish
5550,4503,2,5,2083593,12,Pavana Lachrimae,362948,John Dowland,"Complete Lute Works, Volume 1 (Paul O'Dette)",1997,En glish
5551,2886,1,4,124418-A058,2,002-O Simone?,3m 37sec,Giacomo Puccini,Gianni Schicchi (unknown),null,Ita.
5552,3562,2,3,53546418MB-01,11,Te tiembla el pulso - Han comenzado,,HC,,'07,Spanish
5553,2887,1,2,MBox27105420-HH,21,Watt White - Look Sharp (full mix),60,,"Alt Rock, Volume 3",,English
5554,2888,1,1,WoM596947,007,Rock the Shack (Get Ready),04:12,New,Get Ready,2001,
5555,2889,1,1,WoM212871,008,"A Groovy Kind of Love (Gold & Platinum, Volume 6)",03:30,Phil Collins,"Gold & Platinum, Volum e6",1989,
5556,2890,1,1,WoM11587722,009,Your Own Fault (Gory Gory Halleluja!),01:55,S.M.E.S.,Gory Gory Halleluja!,2006,
5557,2891,1,1,WoM2115486,014,Erottamattomat (Salainen paikka),00:00,KÃ¶pi Koski & Projekti,Salainen paikka,2007,
5558,2892,1,3,460463MB-01,4,Angloise in F F - ABRSM 2003-2004: Paino Grade 3,0.651,Johann Christoph Friedrich Bach,,,
5559,7037,3,1,WoM15361649,003,Hello My Little Fish (The First Artefacts),03:16,Me and My Droid,The First Artefacts,2006,
